# Statistiques journalières de la température de l'air à 2 m à Sigy-le-Châtel (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
1976-04-01,13.7,5.0,22.35
1976-04-02,14.47,9.17,19.77
1976-04-03,12.94,7.08,18.94
1976-04-04,12.77,9.1,16.62
1976-04-05,12.86,9.7,17.02
1976-04-06,12.63,8.29,17.81
1976-04-07,9.73,7.77,11.26
1976-04-08,5.99,3.3,8.38
1976-04-09,5.53,0.7,9.79
1976-04-10,7.04,1.89,12.05
1976-04-11,8.23,0.71,14.69
1976-04-12,8.88,1.52,15.05
1976-04-13,10.37,3.14,16.48
1976-04-14,7.51,4.47,10.63
1976-04-15,7.9,4.17,11.24
1976-04-16,12.26,7.08,17.16
1976-04-17,12.71,6.9,18.9
1976-04-18,14.78,7.83,21.07
1976-04-19,14.18,9.85,18.71
1976-04-20,14.82,9.36,21.0
1976-04-21,14.87,8.86,20.7
1976-04-22,12.6,7.14,18.56
1976-04-23,4.99,2.37,8.07
1976-04-24,1.31,0.35,2.28
1976-04-25,3.36,0.89,5.42
1976-04-26,6.76,3.93,9.36
1976-04-27,9.39,3.95,14.91
1976-04-28,6.84,2.74,11.02
1976-04-29,6.04,0.48,10.48
1976-04-30,7.64,1.63,13.34
1976-05-01,9.76,2.28,16.58
1976-05-02,11.67,3.78,18.35
1976-05-03,13.18,9.08,17.14
1976-05-04,14.13,9.28,16.9
1976-05-05,16.41,8.45,23.42
1976-05-06,19.92,12.41,27.08
1976-05-07,21.36,13.26,27.88
1976-05-08,20.66,13.31,27.96
1976-05-09,18.02,13.69,24.13
1976-05-10,17.47,13.89,22.83
1976-05-11,14.33,11.77,16.51
1976-05-12,13.1,9.71,17.91
1976-05-13,10.99,7.13,14.14
1976-05-14,12.12,5.22,18.6
1976-05-15,15.62,6.74,22.56
1976-05-16,14.77,10.56,20.19
1976-05-17,17.98,9.41,26.54
1976-05-18,18.77,13.51,25.67
1976-05-19,13.11,10.79,14.58
1976-05-20,12.08,9.29,14.88
1976-05-21,12.0,8.86,15.26
1976-05-22,12.66,6.64,17.92
1976-05-23,14.95,8.64,20.52
1976-05-24,16.68,10.14,23.31
1976-05-25,14.95,12.77,16.83
1976-05-26,14.25,10.73,18.14
1976-05-27,14.05,9.31,18.75
1976-05-28,15.45,7.35,22.38
1976-05-29,17.61,12.75,25.06
1976-05-30,17.22,13.71,20.99
1976-05-31,17.69,13.62,21.95
1976-06-01,18.08,12.84,23.83
1976-06-02,13.77,10.01,16.23
1976-06-03,11.68,9.01,14.44
1976-06-04,10.81,7.86,13.44
1976-06-05,12.82,6.73,17.64
1976-06-06,16.51,9.57,22.7
1976-06-07,18.52,11.19,26.05
1976-06-08,21.89,11.98,30.04
1976-06-09,23.27,16.68,30.03
1976-06-10,20.59,16.71,25.02
1976-06-11,21.61,15.43,28.13
1976-06-12,22.65,14.87,29.81
1976-06-13,24.15,15.8,31.5
1976-06-14,24.26,16.58,31.21
1976-06-15,25.09,17.07,32.4
1976-06-16,21.37,16.48,27.69
1976-06-17,19.78,14.99,25.3
1976-06-18,20.25,12.09,27.18
1976-06-19,21.81,14.5,27.99
1976-06-20,21.49,14.6,27.59
1976-06-21,23.75,16.34,30.78
1976-06-22,24.37,18.12,32.38
1976-06-23,25.07,17.96,31.5
1976-06-24,26.39,19.44,33.15
1976-06-25,26.28,18.8,32.64
1976-06-26,24.96,19.52,31.09
1976-06-27,25.68,18.39,33.16
1976-06-28,26.36,17.45,33.51
1976-06-29,25.6,18.5,32.52
1976-06-30,26.38,18.42,33.7
1976-07-01,26.16,20.27,33.08
1976-07-02,24.85,18.74,32.57
1976-07-03,24.23,18.51,31.68
1976-07-04,24.28,18.9,30.26
1976-07-05,24.51,18.44,31.27
1976-07-06,24.57,18.58,31.6
1976-07-07,22.63,18.08,28.63
1976-07-08,21.17,17.38,24.94
1976-07-09,21.29,17.72,24.85
1976-07-10,20.94,17.41,24.98
1976-07-11,23.52,14.78,30.55
1976-07-12,21.36,18.23,23.99
1976-07-13,22.1,18.13,26.4
1976-07-14,22.68,17.56,28.27
1976-07-15,25.49,17.05,32.59
1976-07-16,27.2,21.18,36.23
1976-07-17,22.76,17.25,27.48
1976-07-18,20.39,17.11,25.04
1976-07-19,18.71,16.72,20.66
1976-07-20,22.12,17.5,26.77
1976-07-21,18.42,13.11,21.83
1976-07-22,14.62,11.79,17.63
1976-07-23,15.89,11.18,20.73
1976-07-24,18.17,12.99,23.24
1976-07-25,17.84,13.7,22.14
1976-07-26,16.85,12.59,20.78
1976-07-27,18.01,14.57,20.83
1976-07-28,20.87,15.36,25.71
1976-07-29,20.17,15.56,25.71
1976-07-30,20.86,13.34,27.81
1976-07-31,19.25,14.35,22.38
1976-08-01,15.62,11.99,19.43
1976-08-02,16.85,9.57,23.31
1976-08-03,19.38,11.33,27.42
1976-08-04,20.36,13.28,27.3
1976-08-05,19.49,12.96,25.77
1976-08-06,20.41,13.0,27.87
1976-08-07,21.25,13.5,28.26
1976-08-08,21.77,16.52,30.02
1976-08-09,19.78,16.37,25.03
1976-08-10,17.66,13.67,22.5
1976-08-11,20.08,13.71,26.26
1976-08-12,20.36,14.41,25.95
1976-08-13,20.28,14.16,25.48
1976-08-14,20.88,14.42,27.12
1976-08-15,16.8,15.47,18.36
1976-08-16,17.89,14.42,22.05
1976-08-17,19.67,13.37,25.89
1976-08-18,18.37,12.25,23.72
1976-08-19,18.34,11.7,23.62
1976-08-20,19.55,13.08,25.27
1976-08-21,20.61,13.92,27.06
1976-08-22,20.26,14.0,26.65
1976-08-23,19.46,13.53,26.04
1976-08-24,20.41,14.26,26.32
1976-08-25,20.59,14.26,26.35
1976-08-26,20.91,13.85,28.23
1976-08-27,18.66,14.92,23.86
1976-08-28,16.06,12.98,19.37
1976-08-29,16.1,14.29,17.72
1976-08-30,15.9,13.94,18.73
1976-08-31,14.27,12.37,17.56
1976-09-01,15.53,11.28,19.38
1976-09-02,15.01,10.6,18.85
1976-09-03,11.94,9.12,14.72
1976-09-04,12.54,8.53,16.15
1976-09-05,13.78,10.59,17.86
1976-09-06,13.76,8.41,19.13
1976-09-07,15.07,7.81,22.24
1976-09-08,17.81,10.14,24.57
1976-09-09,15.31,9.32,20.34
1976-09-10,10.05,6.75,12.54
1976-09-11,13.29,7.13,18.68
1976-09-12,13.39,12.39,15.15
1976-09-13,13.57,11.31,16.31
1976-09-14,13.17,10.22,16.65
1976-09-15,11.74,9.04,14.37
1976-09-16,10.34,7.83,13.48
1976-09-17,11.84,8.97,15.41
1976-09-18,12.33,6.94,17.23
1976-09-19,13.15,8.46,18.55
1976-09-20,12.79,7.19,18.86
1976-09-21,14.15,9.44,19.29
1976-09-22,14.44,8.65,20.64
1976-09-23,16.0,11.7,20.37
1976-09-24,17.52,13.0,22.71
1976-09-25,18.92,14.91,22.78
1976-09-26,18.64,15.71,21.34
1976-09-27,20.08,17.46,23.73
1976-09-28,17.34,14.63,19.97
1976-09-29,16.56,13.53,20.43
1976-09-30,15.78,12.65,18.94
1976-10-01,14.51,12.73,15.86
1976-10-02,14.35,11.29,18.53
1976-10-03,14.91,10.86,19.72
1976-10-04,12.33,9.03,15.3
1976-10-05,10.27,6.92,14.78
1976-10-06,13.77,8.12,20.07
1976-10-07,16.24,10.1,23.4
1976-10-08,16.48,11.02,23.19
1976-10-09,16.67,10.6,23.11
1976-10-10,16.45,10.92,21.73
1976-10-11,16.18,14.14,18.02
1976-10-12,10.23,7.86,14.26
1976-10-13,9.83,5.84,13.43
1976-10-14,10.75,8.41,13.06
1976-10-15,8.72,5.65,11.8
1976-10-16,7.41,4.72,10.95
1976-10-17,6.96,2.53,12.48
1976-10-18,9.25,5.17,12.95
1976-10-19,10.83,9.47,13.31
1976-10-20,10.16,7.87,12.3
1976-10-21,8.72,4.32,12.59
1976-10-22,8.53,2.12,13.38
1976-10-23,13.25,10.74,16.47
1976-10-24,10.81,8.12,12.9
1976-10-25,11.84,9.93,13.9
1976-10-26,9.42,8.87,10.07
1976-10-27,9.75,8.3,10.93
1976-10-28,9.62,7.68,11.01
1976-10-29,9.05,6.86,11.02
1976-10-30,8.87,7.19,11.31
1976-10-31,8.06,6.26,9.6
1976-11-01,7.63,4.97,9.73
1976-11-02,9.61,7.93,11.77
1976-11-03,6.84,1.27,8.88
1976-11-04,4.4,2.63,6.16
1976-11-05,5.64,1.43,9.97
1976-11-06,7.4,3.33,11.48
1976-11-07,8.03,5.9,10.56
1976-11-08,8.42,4.16,12.3
1976-11-09,10.72,6.55,13.35
1976-11-10,9.53,6.0,12.01
1976-11-11,6.74,4.33,9.39
1976-11-12,6.31,3.78,8.42
1976-11-13,6.1,4.97,7.34
1976-11-14,5.66,4.57,7.1
1976-11-15,5.74,5.12,6.67
1976-11-16,6.31,5.04,7.58
1976-11-17,6.13,4.09,8.91
1976-11-18,4.35,1.95,7.28
1976-11-19,4.16,1.96,6.74
1976-11-20,2.77,0.39,4.88
1976-11-21,1.19,-0.75,3.06
1976-11-22,1.4,-0.21,2.94
1976-11-23,2.69,-0.47,5.1
1976-11-24,1.49,-1.15,3.87
1976-11-25,3.96,1.32,6.19
1976-11-26,4.03,1.92,5.7
1976-11-27,3.99,0.52,6.96
1976-11-28,7.38,4.27,10.2
1976-11-29,8.91,7.16,11.42
1976-11-30,10.22,8.54,12.01
1976-12-01,6.97,5.15,8.8
1976-12-02,5.2,3.03,7.69
1976-12-03,3.51,1.35,5.02
1976-12-04,2.26,1.0,3.99
1976-12-05,2.19,0.56,4.12
1976-12-06,4.38,0.04,7.15
1976-12-07,7.77,5.96,9.72
1976-12-08,7.87,5.86,9.97
1976-12-09,8.19,7.22,9.18
1976-12-10,4.13,-0.04,6.85
1976-12-11,0.43,-1.09,1.9
1976-12-12,0.36,-0.85,2.3
1976-12-13,0.18,-3.18,2.48
1976-12-14,-1.79,-3.07,-0.08
1976-12-15,-2.38,-3.8,-0.26
1976-12-16,-1.24,-4.79,1.44
1976-12-17,2.78,0.56,4.91
1976-12-18,6.03,4.55,7.85
1976-12-19,7.1,4.9,9.87
1976-12-20,4.68,1.86,7.01
1976-12-21,2.99,1.05,6.03
1976-12-22,4.24,1.27,8.75
1976-12-23,0.23,-1.09,2.2
1976-12-24,-0.86,-2.58,0.21
1976-12-25,-1.62,-2.54,-0.52
1976-12-26,-1.71,-3.96,0.35
1976-12-27,-3.04,-4.85,-1.65
1976-12-28,-2.76,-4.77,-1.85
1976-12-29,-2.86,-4.75,-0.43
1976-12-30,-2.19,-5.65,0.82
1976-12-31,5.86,1.01,9.63
1977-01-01,7.64,3.62,10.53
1977-01-02,3.56,1.34,5.57
1977-01-03,2.13,1.07,3.34
1977-01-04,1.67,1.13,2.39
1977-01-05,1.11,0.26,2.03
1977-01-06,1.23,-0.97,3.58
1977-01-07,1.26,-0.49,3.43
1977-01-08,1.62,-0.11,3.41
1977-01-09,0.97,0.12,1.6
1977-01-10,3.75,1.0,6.05
1977-01-11,2.21,0.7,4.42
1977-01-12,0.28,-1.23,1.61
1977-01-13,1.72,-0.75,3.83
1977-01-14,4.25,2.36,6.49
1977-01-15,3.1,2.22,4.16
1977-01-16,2.59,0.31,3.85
1977-01-17,0.98,-0.57,3.27
1977-01-18,1.61,-0.7,4.35
1977-01-19,4.29,3.0,6.52
1977-01-20,3.93,-0.42,8.22
1977-01-21,7.37,5.26,10.02
1977-01-22,8.43,6.59,10.48
1977-01-23,9.43,7.09,12.49
1977-01-24,8.46,6.75,11.87
1977-01-25,8.6,6.42,10.6
1977-01-26,9.89,6.32,13.09
1977-01-27,6.76,4.9,9.13
1977-01-28,5.09,1.85,7.78
1977-01-29,2.33,1.06,4.35
1977-01-30,1.95,0.0,4.08
1977-01-31,0.77,-0.95,2.39
1977-02-01,-0.6,-2.31,1.01
1977-02-02,-0.76,-2.84,1.92
1977-02-03,1.79,-3.53,5.86
1977-02-04,7.82,4.7,11.6
1977-02-05,12.68,10.38,14.85
1977-02-06,9.55,7.95,11.04
1977-02-07,10.35,6.11,14.95
1977-02-08,10.12,9.34,10.84
1977-02-09,10.96,8.76,12.41
1977-02-10,10.04,7.12,12.36
1977-02-11,7.77,5.55,10.39
1977-02-12,6.5,5.3,8.32
1977-02-13,6.02,3.25,9.89
1977-02-14,5.32,3.14,8.56
1977-02-15,4.52,2.98,6.17
1977-02-16,4.59,2.4,6.58
1977-02-17,7.78,4.42,9.78
1977-02-18,9.38,7.79,12.09
1977-02-19,10.65,8.69,13.39
1977-02-20,11.18,7.92,13.3
1977-02-21,8.13,5.58,10.78
1977-02-22,6.15,3.78,8.84
1977-02-23,8.64,4.41,12.54
1977-02-24,8.63,6.37,12.1
1977-02-25,6.87,4.01,9.9
1977-02-26,5.41,2.27,7.45
1977-02-27,3.57,1.38,6.01
1977-02-28,3.18,-1.4,7.28
1977-03-01,3.63,-2.25,8.17
1977-03-02,9.82,5.47,14.49
1977-03-03,11.63,6.14,16.63
1977-03-04,12.88,9.52,16.85
1977-03-05,10.4,6.19,15.3
1977-03-06,9.45,3.19,16.29
1977-03-07,12.26,6.85,18.09
1977-03-08,12.13,9.04,16.29
1977-03-09,12.93,9.36,17.47
1977-03-10,11.68,7.98,15.06
1977-03-11,8.99,5.98,11.14
1977-03-12,7.26,3.98,10.22
1977-03-13,8.35,5.3,12.39
1977-03-14,8.6,4.49,11.12
1977-03-15,8.74,2.61,13.8
1977-03-16,13.02,9.03,17.57
1977-03-17,11.77,7.75,16.18
1977-03-18,9.23,7.03,11.38
1977-03-19,7.51,4.24,10.29
1977-03-20,5.76,2.75,9.19
1977-03-21,7.21,2.83,11.21
1977-03-22,8.0,4.74,10.97
1977-03-23,9.39,6.86,12.46
1977-03-24,9.12,6.61,11.44
1977-03-25,10.19,5.82,15.04
1977-03-26,12.12,8.09,15.52
1977-03-27,11.49,9.28,13.21
1977-03-28,4.79,0.48,9.6
1977-03-29,1.02,-0.95,3.07
1977-03-30,0.99,-1.6,3.29
1977-03-31,2.86,-1.73,7.11
1977-04-01,7.91,3.28,13.12
1977-04-02,10.63,8.32,11.95
1977-04-03,8.22,3.12,11.37
1977-04-04,5.58,1.86,9.29
1977-04-05,5.93,1.8,10.78
1977-04-06,8.52,1.18,15.7
1977-04-07,7.13,4.06,8.88
1977-04-08,2.95,0.36,5.2
1977-04-09,1.65,-1.31,4.57
1977-04-10,1.83,-1.09,4.81
1977-04-11,2.37,-1.4,5.58
1977-04-12,4.75,1.18,7.96
1977-04-13,9.9,7.69,13.12
1977-04-14,7.53,4.38,9.11
1977-04-15,5.58,1.45,9.32
1977-04-16,5.83,0.77,10.89
1977-04-17,9.24,1.71,15.64
1977-04-18,11.26,6.77,15.96
1977-04-19,8.94,5.31,11.31
1977-04-20,9.14,3.42,14.55
1977-04-21,11.06,4.3,16.54
1977-04-22,15.88,9.81,21.64
1977-04-23,14.31,12.09,16.89
1977-04-24,11.21,9.36,12.34
1977-04-25,12.49,9.24,16.0
1977-04-26,16.09,8.52,23.7
1977-04-27,12.44,10.05,15.52
1977-04-28,11.86,8.12,16.14
1977-04-29,8.45,4.0,10.73
1977-04-30,8.44,2.75,12.31
1977-05-01,9.68,6.75,13.36
1977-05-02,11.53,6.54,15.57
1977-05-03,8.59,7.54,10.74
1977-05-04,7.22,4.97,9.38
1977-05-05,7.71,4.38,11.8
1977-05-06,9.66,3.89,14.26
1977-05-07,9.71,5.19,13.61
1977-05-08,8.75,6.98,10.95
1977-05-09,10.06,6.41,13.79
1977-05-10,11.01,7.87,14.01
1977-05-11,14.97,11.42,19.11
1977-05-12,13.15,9.74,17.72
1977-05-13,11.19,7.45,14.65
1977-05-14,10.23,6.99,13.64
1977-05-15,11.38,6.69,15.94
1977-05-16,11.86,9.25,15.9
1977-05-17,13.62,9.91,18.57
1977-05-18,15.24,11.05,19.0
1977-05-19,15.25,12.69,18.51
1977-05-20,15.12,10.21,20.47
1977-05-21,14.82,11.07,19.62
1977-05-22,14.74,11.66,18.83
1977-05-23,15.47,9.81,20.97
1977-05-24,18.21,13.88,23.28
1977-05-25,17.36,14.4,20.35
1977-05-26,14.75,11.1,16.71
1977-05-27,14.59,11.45,19.07
1977-05-28,15.68,9.84,21.25
1977-05-29,16.39,11.12,21.74
1977-05-30,16.06,10.39,22.12
1977-05-31,14.89,9.49,20.07
1977-06-01,14.31,9.68,18.96
1977-06-02,14.96,8.7,19.66
1977-06-03,15.06,10.36,19.41
1977-06-04,14.47,10.97,17.97
1977-06-05,15.37,11.0,19.22
1977-06-06,13.71,10.51,16.23
1977-06-07,16.09,13.16,18.72
1977-06-08,14.37,11.5,16.86
1977-06-09,18.58,15.26,22.88
1977-06-10,14.15,9.42,19.19
1977-06-11,15.3,8.81,21.51
1977-06-12,18.97,12.1,24.55
1977-06-13,16.69,13.5,19.89
1977-06-14,14.25,11.22,17.52
1977-06-15,14.13,10.61,16.85
1977-06-16,15.96,12.37,19.72
1977-06-17,19.02,12.85,23.95
1977-06-18,17.71,13.95,23.29
1977-06-19,17.13,13.46,20.83
1977-06-20,16.5,13.1,20.49
1977-06-21,14.09,11.99,15.57
1977-06-22,12.03,11.07,13.21
1977-06-23,14.47,11.29,19.1
1977-06-24,15.89,12.4,19.67
1977-06-25,16.74,13.35,20.01
1977-06-26,15.79,13.03,17.98
1977-06-27,14.92,10.04,18.84
1977-06-28,17.13,9.81,22.78
1977-06-29,14.59,12.71,16.29
1977-06-30,15.46,12.21,18.65
1977-07-01,17.13,11.05,22.49
1977-07-02,19.86,12.61,26.76
1977-07-03,21.49,16.25,27.89
1977-07-04,20.36,17.34,24.46
1977-07-05,19.25,14.83,24.44
1977-07-06,21.07,16.05,25.92
1977-07-07,21.42,15.42,26.54
1977-07-08,18.42,16.1,21.9
1977-07-09,18.03,16.24,20.93
1977-07-10,19.99,15.07,24.56
1977-07-11,21.46,16.47,26.89
1977-07-12,22.09,17.85,26.9
1977-07-13,20.49,17.34,24.08
1977-07-14,18.34,15.78,21.92
1977-07-15,15.66,11.3,18.9
1977-07-16,15.33,10.11,20.36
1977-07-17,15.56,11.43,19.39
1977-07-18,18.41,12.58,23.82
1977-07-19,18.52,15.45,22.27
1977-07-20,17.85,14.25,21.69
1977-07-21,15.45,12.2,18.52
1977-07-22,16.66,11.42,21.56
1977-07-23,19.62,14.5,24.35
1977-07-24,21.2,14.84,26.47
1977-07-25,16.08,12.68,18.65
1977-07-26,13.85,12.33,16.17
1977-07-27,15.0,11.97,19.11
1977-07-28,15.17,12.82,17.26
1977-07-29,14.5,12.44,16.44
1977-07-30,14.56,13.4,15.77
1977-07-31,15.89,13.05,19.33
1977-08-01,14.83,11.63,17.92
1977-08-02,16.12,9.92,22.28
1977-08-03,18.33,11.08,24.91
1977-08-04,19.43,12.14,25.76
1977-08-05,20.19,13.27,25.74
1977-08-06,21.05,14.3,26.87
1977-08-07,17.1,14.89,19.26
1977-08-08,17.98,13.8,22.58
1977-08-09,17.16,12.8,21.27
1977-08-10,17.09,11.8,21.5
1977-08-11,17.55,12.67,22.53
1977-08-12,17.6,13.83,22.0
1977-08-13,16.97,11.41,22.17
1977-08-14,18.09,11.14,24.97
1977-08-15,19.8,14.35,25.33
1977-08-16,20.7,16.4,26.9
1977-08-17,17.81,14.79,21.28
1977-08-18,17.02,12.98,21.38
1977-08-19,15.27,13.52,17.83
1977-08-20,16.0,13.0,20.43
1977-08-21,14.96,12.98,17.74
1977-08-22,13.98,11.84,16.04
1977-08-23,14.34,11.64,17.32
1977-08-24,16.09,12.07,20.77
1977-08-25,18.38,12.34,24.86
1977-08-26,15.74,14.58,17.21
1977-08-27,15.79,13.15,18.55
1977-08-28,15.32,11.79,19.11
1977-08-29,14.58,13.38,15.85
1977-08-30,15.37,12.98,18.35
1977-08-31,17.52,11.04,23.47
1977-09-01,17.48,14.38,21.09
1977-09-02,17.5,12.69,22.37
1977-09-03,18.38,13.35,23.15
1977-09-04,17.82,14.06,22.5
1977-09-05,16.75,11.57,21.51
1977-09-06,16.76,10.49,22.96
1977-09-07,18.01,11.93,24.44
1977-09-08,18.97,14.57,23.26
1977-09-09,14.95,9.62,17.57
1977-09-10,13.78,7.53,19.37
1977-09-11,16.66,9.58,24.16
1977-09-12,18.29,10.55,26.72
1977-09-13,15.98,11.13,19.84
1977-09-14,13.39,8.24,19.08
1977-09-15,14.51,7.72,20.95
1977-09-16,13.24,9.06,17.72
1977-09-17,10.03,6.12,13.93
1977-09-18,9.09,5.49,12.72
1977-09-19,8.57,4.24,12.83
1977-09-20,8.25,5.21,11.71
1977-09-21,8.6,4.96,12.99
1977-09-22,9.0,3.81,13.38
1977-09-23,10.13,5.63,15.9
1977-09-24,9.66,4.85,13.59
1977-09-25,13.59,10.0,18.72
1977-09-26,14.4,10.34,19.04
1977-09-27,14.45,10.52,19.62
1977-09-28,14.68,6.57,20.79
1977-09-29,15.51,11.26,17.71
1977-09-30,13.82,9.08,19.42
1977-10-01,13.7,9.76,15.81
1977-10-02,10.28,7.77,13.1
1977-10-03,10.55,6.33,13.9
1977-10-04,11.23,3.79,17.95
1977-10-05,16.4,12.38,20.06
1977-10-06,19.96,16.49,24.09
1977-10-07,12.47,8.46,19.56
1977-10-08,14.51,11.29,19.25
1977-10-09,14.49,10.54,19.14
1977-10-10,11.73,7.57,14.03
1977-10-11,9.68,5.65,14.18
1977-10-12,9.28,3.62,15.73
1977-10-13,9.09,5.38,14.45
1977-10-14,9.61,5.61,15.49
1977-10-15,11.15,7.07,17.02
1977-10-16,12.74,8.91,17.92
1977-10-17,12.94,9.35,17.91
1977-10-18,13.59,9.32,18.89
1977-10-19,15.48,11.67,19.91
1977-10-20,16.77,13.95,20.32
1977-10-21,18.67,16.66,21.64
1977-10-22,17.0,14.8,18.14
1977-10-23,15.52,14.05,17.21
1977-10-24,15.86,13.1,20.45
1977-10-25,13.89,11.2,15.45
1977-10-26,11.39,9.9,13.21
1977-10-27,11.85,10.23,14.04
1977-10-28,11.11,8.87,13.7
1977-10-29,9.52,6.84,13.16
1977-10-30,10.98,7.68,15.7
1977-10-31,12.01,9.27,14.73
1977-11-01,9.52,6.64,11.95
1977-11-02,9.47,5.98,12.2
1977-11-03,15.14,11.72,19.19
1977-11-04,12.92,10.62,14.62
1977-11-05,10.91,7.81,15.03
1977-11-06,10.71,7.44,15.13
1977-11-07,10.39,7.35,14.5
1977-11-08,10.4,7.11,15.68
1977-11-09,12.4,9.24,16.55
1977-11-10,10.84,7.07,16.22
1977-11-11,10.38,5.27,16.33
1977-11-12,12.78,10.17,15.76
1977-11-13,7.02,3.02,11.0
1977-11-14,6.84,2.98,12.95
1977-11-15,7.87,4.9,11.59
1977-11-16,4.24,2.61,6.03
1977-11-17,4.47,2.4,6.44
1977-11-18,2.56,1.85,4.12
1977-11-19,2.28,-0.47,4.91
1977-11-20,3.48,-0.77,7.39
1977-11-21,6.11,2.72,7.65
1977-11-22,2.95,1.31,4.63
1977-11-23,3.25,1.38,5.39
1977-11-24,5.93,4.06,7.47
1977-11-25,2.22,0.89,3.81
1977-11-26,1.83,0.64,3.12
1977-11-27,0.24,-0.57,1.24
1977-11-28,-0.32,-1.83,1.37
1977-11-29,-1.31,-2.47,0.12
1977-11-30,-1.87,-3.93,-0.05
1977-12-01,-2.17,-4.57,-0.13
1977-12-02,0.12,-1.34,2.31
1977-12-03,-0.03,-2.63,3.51
1977-12-04,2.07,-1.94,5.57
1977-12-05,3.93,0.89,6.5
1977-12-06,6.65,5.45,8.47
1977-12-07,9.14,5.61,12.24
1977-12-08,10.31,7.01,13.26
1977-12-09,6.76,5.69,7.99
1977-12-10,6.43,5.12,8.3
1977-12-11,10.11,7.17,12.91
1977-12-12,8.5,6.71,9.81
1977-12-13,7.62,5.28,9.18
1977-12-14,4.88,2.82,6.47
1977-12-15,2.18,0.03,4.26
1977-12-16,1.8,0.16,3.82
1977-12-17,3.14,-0.12,7.63
1977-12-18,1.63,-1.3,6.41
1977-12-19,1.18,-1.61,5.53
1977-12-20,0.52,-3.43,4.47
1977-12-21,5.42,1.86,7.94
1977-12-22,7.1,4.84,9.88
1977-12-23,9.36,6.77,10.83
1977-12-24,11.67,9.96,13.61
1977-12-25,8.18,3.97,11.22
1977-12-26,4.84,2.04,6.52
1977-12-27,6.25,3.44,8.55
1977-12-28,3.14,1.62,3.95
1977-12-29,1.69,0.45,3.25
1977-12-30,3.49,1.26,6.1
1977-12-31,4.17,3.16,5.66
1978-01-01,5.05,1.42,8.15
1978-01-02,5.1,1.26,8.41
1978-01-03,4.63,3.3,6.16
1978-01-04,3.22,0.8,6.53
1978-01-05,-0.06,-2.16,1.47
1978-01-06,-1.65,-4.05,1.34
1978-01-07,-1.92,-5.03,2.87
1978-01-08,-0.22,-2.61,2.55
1978-01-09,0.6,-1.18,3.12
1978-01-10,3.56,1.67,5.58
1978-01-11,3.45,1.65,6.19
1978-01-12,1.49,-0.2,3.11
1978-01-13,2.73,0.89,3.43
1978-01-14,2.57,0.94,4.26
1978-01-15,1.63,0.54,3.06
1978-01-16,1.09,-0.43,2.63
1978-01-17,1.46,0.28,2.63
1978-01-18,1.35,-0.23,2.22
1978-01-19,0.41,-1.7,2.33
1978-01-20,1.98,-0.22,3.83
1978-01-21,1.94,0.92,3.14
1978-01-22,1.63,-0.62,3.87
1978-01-23,2.45,0.5,4.57
1978-01-24,7.79,4.85,9.61
1978-01-25,5.41,3.76,6.62
1978-01-26,4.24,1.76,6.35
1978-01-27,4.5,1.59,8.15
1978-01-28,5.99,3.14,7.66
1978-01-29,2.73,1.75,3.71
1978-01-30,2.2,1.09,3.21
1978-01-31,2.25,0.47,4.46
1978-02-01,3.49,0.51,8.47
1978-02-02,4.65,3.57,6.01
1978-02-03,2.45,-1.34,3.78
1978-02-04,1.09,-1.92,3.98
1978-02-05,2.52,0.46,4.53
1978-02-06,3.21,2.06,3.98
1978-02-07,2.54,0.97,4.18
1978-02-08,1.22,-0.3,2.47
1978-02-09,-0.36,-2.02,2.01
1978-02-10,-2.05,-3.1,-1.11
1978-02-11,-3.58,-5.75,-1.97
1978-02-12,-4.46,-9.23,-0.05
1978-02-13,-2.31,-6.99,0.94
1978-02-14,-2.71,-6.63,0.76
1978-02-15,-1.81,-5.9,0.61
1978-02-16,5.74,-0.93,9.31
1978-02-17,7.73,4.14,10.49
1978-02-18,1.73,-1.0,4.01
1978-02-19,7.12,3.3,9.5
1978-02-20,5.84,3.21,9.2
1978-02-21,6.04,2.96,9.81
1978-02-22,8.43,4.79,11.89
1978-02-23,11.29,8.47,13.09
1978-02-24,12.21,11.4,13.04
1978-02-25,11.77,9.12,14.86
1978-02-26,10.42,6.91,14.24
1978-02-27,9.03,6.83,11.69
1978-02-28,9.41,5.36,13.7
1978-03-01,8.61,5.74,11.8
1978-03-02,7.35,2.94,10.46
1978-03-03,9.83,5.88,13.69
1978-03-04,9.41,7.06,11.9
1978-03-05,5.64,3.73,8.11
1978-03-06,4.75,2.0,7.31
1978-03-07,5.38,1.3,10.29
1978-03-08,5.55,-0.09,10.15
1978-03-09,8.42,2.75,14.88
1978-03-10,8.62,1.88,15.99
1978-03-11,10.86,4.52,17.1
1978-03-12,9.06,5.7,11.8
1978-03-13,6.35,1.41,9.3
1978-03-14,5.83,1.31,9.4
1978-03-15,7.8,5.06,10.66
1978-03-16,6.82,3.29,9.06
1978-03-17,3.75,1.53,4.81
1978-03-18,3.13,1.15,5.64
1978-03-19,4.06,-1.07,8.03
1978-03-20,8.91,5.24,11.75
1978-03-21,5.36,2.24,9.95
1978-03-22,5.05,1.04,8.29
1978-03-23,6.24,2.71,8.56
1978-03-24,3.92,1.81,6.09
1978-03-25,7.09,3.48,10.7
1978-03-26,7.09,5.59,8.35
1978-03-27,8.13,4.94,11.58
