# Statistiques journalières de la température de l'air à 2 m à Sigy-le-Châtel (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
1987-09-22,21.48,18.0,25.67
1987-09-23,17.61,14.56,19.56
1987-09-24,15.53,12.57,18.81
1987-09-25,13.35,10.72,15.67
1987-09-26,13.14,10.57,15.75
1987-09-27,11.35,8.12,14.55
1987-09-28,9.57,5.98,13.49
1987-09-29,8.88,4.8,13.35
1987-09-30,8.94,2.78,14.81
1987-10-01,12.88,7.78,18.57
1987-10-02,12.56,11.24,15.63
1987-10-03,13.89,10.36,17.42
1987-10-04,15.39,12.58,18.45
1987-10-05,15.75,14.51,17.81
1987-10-06,15.16,12.96,17.27
1987-10-07,14.81,11.52,17.75
1987-10-08,12.68,10.3,14.52
1987-10-09,12.85,8.57,16.71
1987-10-10,15.0,9.22,18.29
1987-10-11,8.32,7.04,9.25
1987-10-12,8.89,6.55,11.51
1987-10-13,11.7,8.72,15.28
1987-10-14,12.43,10.4,14.61
1987-10-15,16.74,14.36,18.71
1987-10-16,13.32,8.95,18.49
1987-10-17,10.99,7.28,15.44
1987-10-18,9.34,5.17,14.33
1987-10-19,12.16,6.83,17.13
1987-10-20,14.81,11.12,18.38
1987-10-21,12.59,9.64,15.57
1987-10-22,10.17,8.14,12.4
1987-10-23,9.25,6.6,11.48
1987-10-24,7.81,4.7,10.36
1987-10-25,10.36,7.66,12.66
1987-10-26,12.61,10.24,14.96
1987-10-27,18.14,15.24,20.51
1987-10-28,15.31,11.07,18.88
1987-10-29,12.11,11.08,13.68
1987-10-30,12.31,10.11,15.15
1987-10-31,12.27,9.25,16.01
1987-11-01,11.06,8.29,13.8
1987-11-02,10.25,8.37,13.15
1987-11-03,9.28,7.07,12.19
1987-11-04,7.07,4.48,10.08
1987-11-05,4.7,1.94,8.19
1987-11-06,4.36,1.12,9.6
1987-11-07,3.64,1.01,8.38
1987-11-08,7.03,0.84,11.62
1987-11-09,10.0,9.12,11.07
1987-11-10,9.4,8.42,10.65
1987-11-11,8.1,6.02,9.69
1987-11-12,8.98,6.37,11.0
1987-11-13,9.7,6.38,11.86
1987-11-14,5.88,2.65,8.24
1987-11-15,5.6,2.34,8.11
1987-11-16,10.73,7.94,13.07
1987-11-17,8.82,6.57,10.82
1987-11-18,6.66,3.21,10.13
1987-11-19,5.16,2.24,7.69
1987-11-20,6.61,5.81,7.61
1987-11-21,5.97,4.57,7.25
1987-11-22,4.75,4.43,5.18
1987-11-23,4.97,4.25,6.14
1987-11-24,3.72,2.6,4.52
1987-11-25,2.62,0.22,5.33
1987-11-26,1.37,0.62,2.38
1987-11-27,2.96,1.96,3.77
1987-11-28,3.05,1.43,4.27
1987-11-29,2.15,0.88,3.34
1987-11-30,2.12,0.84,3.31
1987-12-01,2.32,1.44,3.1
1987-12-02,1.41,-0.32,3.56
1987-12-03,1.25,-1.14,3.9
1987-12-04,3.08,0.26,5.12
1987-12-05,6.01,4.46,7.23
1987-12-06,7.8,6.61,9.04
1987-12-07,5.54,2.89,7.81
1987-12-08,0.64,-1.73,2.9
1987-12-09,-2.54,-3.25,-1.54
1987-12-10,-3.16,-4.83,-2.02
1987-12-11,-3.48,-5.54,-0.86
1987-12-12,-4.05,-6.23,-2.11
1987-12-13,-1.82,-4.07,0.11
1987-12-14,2.25,0.28,4.12
1987-12-15,5.27,3.13,9.15
1987-12-16,9.13,5.73,12.26
1987-12-17,11.97,10.14,14.57
1987-12-18,14.21,12.44,15.86
1987-12-19,10.4,5.77,13.36
1987-12-20,6.15,4.05,9.48
1987-12-21,3.64,2.28,4.79
1987-12-22,1.67,-1.02,3.44
1987-12-23,1.92,1.38,2.8
1987-12-24,1.91,0.48,3.07
1987-12-25,3.39,0.79,6.24
1987-12-26,5.77,3.41,7.96
1987-12-27,4.31,1.97,7.69
1987-12-28,3.7,0.11,9.4
1987-12-29,3.84,0.53,9.14
1987-12-30,4.75,1.63,9.68
1987-12-31,6.85,3.42,10.53
1988-01-01,6.79,5.52,8.48
1988-01-02,9.72,6.59,12.56
1988-01-03,7.5,5.65,9.63
1988-01-04,8.33,5.11,10.55
1988-01-05,10.97,9.41,13.19
1988-01-06,8.12,3.85,10.76
1988-01-07,3.97,1.72,5.91
1988-01-08,0.99,-0.81,3.29
1988-01-09,3.54,0.36,6.35
1988-01-10,6.65,4.86,8.66
1988-01-11,5.57,0.76,7.6
1988-01-12,1.36,-1.54,4.49
1988-01-13,7.83,4.79,10.01
1988-01-14,7.17,5.58,10.07
1988-01-15,7.03,5.36,9.9
1988-01-16,8.48,6.43,11.19
1988-01-17,7.38,5.96,8.27
1988-01-18,4.6,3.61,6.57
1988-01-19,4.2,2.54,5.65
1988-01-20,5.47,4.26,7.53
1988-01-21,3.87,1.92,5.15
1988-01-22,3.88,2.03,8.28
1988-01-23,3.52,1.59,5.07
1988-01-24,7.63,4.25,10.12
1988-01-25,9.09,8.18,10.61
1988-01-26,8.76,7.06,10.53
1988-01-27,9.2,6.28,12.32
1988-01-28,9.38,7.17,11.51
1988-01-29,7.34,5.53,9.45
1988-01-30,4.1,2.96,5.63
1988-01-31,3.15,2.02,4.62
1988-02-01,6.56,3.38,9.21
1988-02-02,7.64,6.18,9.15
1988-02-03,8.66,5.71,11.98
1988-02-04,7.26,6.09,8.5
1988-02-05,8.42,5.67,10.38
1988-02-06,6.76,2.91,9.61
1988-02-07,2.69,1.33,3.48
1988-02-08,4.68,2.43,7.49
1988-02-09,6.06,3.21,9.27
1988-02-10,4.35,3.44,5.01
1988-02-11,5.63,3.61,7.25
1988-02-12,3.52,0.6,7.08
1988-02-13,2.62,-0.74,6.78
1988-02-14,3.6,-1.37,9.14
1988-02-15,6.06,1.76,12.24
1988-02-16,5.91,0.67,13.24
1988-02-17,2.59,0.16,5.55
1988-02-18,3.17,0.55,6.32
1988-02-19,3.3,1.69,5.22
1988-02-20,4.47,0.63,7.94
1988-02-21,3.16,-0.98,7.67
1988-02-22,3.25,-1.85,9.78
1988-02-23,2.86,-0.83,7.55
1988-02-24,0.73,-0.27,1.82
1988-02-25,-0.8,-2.02,0.33
1988-02-26,-1.05,-2.22,0.26
1988-02-27,-0.14,-1.67,1.4
1988-02-28,0.31,-0.99,1.59
1988-03-01,-0.62,-2.43,0.62
1988-03-02,-0.21,-3.14,2.15
1988-03-03,0.93,-4.3,4.94
1988-03-04,2.71,0.33,5.97
1988-03-05,0.85,-1.47,2.07
1988-03-06,1.33,-1.88,4.69
1988-03-07,4.56,2.64,5.5
1988-03-08,2.05,0.0,3.57
1988-03-09,1.38,-1.67,5.28
1988-03-10,2.26,-2.48,5.32
1988-03-11,4.85,2.52,6.89
1988-03-12,5.59,3.89,7.08
1988-03-13,5.9,4.77,7.18
1988-03-14,5.99,3.72,9.2
1988-03-15,9.18,3.74,14.3
1988-03-16,8.97,6.7,11.69
1988-03-17,7.4,5.66,9.15
1988-03-18,8.98,6.56,11.58
1988-03-19,10.37,7.15,14.14
1988-03-20,13.04,9.13,17.58
1988-03-21,12.04,7.6,15.24
1988-03-22,8.17,5.29,10.22
1988-03-23,9.53,7.19,11.59
1988-03-24,9.11,7.41,10.85
1988-03-25,10.81,8.86,13.14
1988-03-26,7.55,4.71,10.56
1988-03-27,6.18,4.44,8.38
1988-03-28,6.36,2.5,9.32
1988-03-29,8.97,5.7,12.53
1988-03-30,6.47,4.68,8.56
1988-03-31,5.01,3.85,6.86
1988-04-01,5.07,1.69,7.5
1988-04-02,5.92,-0.18,11.4
1988-04-03,9.42,4.56,13.91
1988-04-04,9.06,5.97,11.9
1988-04-05,9.68,6.11,13.22
1988-04-06,9.9,6.47,13.19
1988-04-07,11.02,7.71,14.69
1988-04-08,11.27,8.73,14.25
1988-04-09,10.43,7.07,14.12
1988-04-10,8.24,4.89,11.63
1988-04-11,10.54,2.42,17.1
1988-04-12,10.8,8.68,12.69
1988-04-13,9.24,6.02,13.82
1988-04-14,8.83,3.48,13.92
1988-04-15,13.27,6.09,18.96
1988-04-16,13.61,11.21,18.01
1988-04-17,14.09,10.43,18.91
1988-04-18,15.13,9.83,20.6
1988-04-19,13.83,10.95,19.07
1988-04-20,11.71,8.01,14.49
1988-04-21,12.38,6.23,17.93
1988-04-22,13.65,6.43,20.24
1988-04-23,13.31,9.03,17.9
1988-04-24,10.13,5.39,14.8
1988-04-25,10.42,2.67,16.6
1988-04-26,11.6,5.75,16.59
1988-04-27,10.26,8.38,12.0
1988-04-28,10.44,5.95,14.33
1988-04-29,10.85,4.03,16.15
1988-04-30,11.39,8.97,14.65
1988-05-01,13.98,9.69,18.55
1988-05-02,11.68,9.16,13.4
1988-05-03,12.56,8.36,16.49
1988-05-04,12.87,8.02,17.07
1988-05-05,15.2,10.86,20.32
1988-05-06,17.12,9.71,23.02
1988-05-07,18.01,14.34,23.42
1988-05-08,16.07,13.92,18.5
1988-05-09,14.38,12.61,16.05
1988-05-10,12.9,11.8,13.95
1988-05-11,12.68,10.78,14.77
1988-05-12,14.7,11.59,18.86
1988-05-13,16.24,12.38,20.59
1988-05-14,16.58,13.51,21.21
1988-05-15,16.51,13.3,20.47
1988-05-16,16.38,13.36,20.25
1988-05-17,14.83,13.6,16.76
1988-05-18,14.36,11.86,17.12
1988-05-19,13.1,11.15,15.36
1988-05-20,11.5,8.17,13.79
1988-05-21,11.27,6.81,16.04
1988-05-22,13.13,6.45,19.46
1988-05-23,15.7,11.53,19.69
1988-05-24,17.65,13.43,22.38
1988-05-25,18.71,12.54,24.62
1988-05-26,16.12,12.88,20.52
1988-05-27,11.3,9.47,12.91
1988-05-28,13.24,9.21,17.05
1988-05-29,13.09,10.38,16.31
1988-05-30,12.93,9.72,16.14
1988-05-31,12.13,9.92,15.23
1988-06-01,13.63,9.21,17.5
1988-06-02,15.58,11.99,19.4
1988-06-03,16.83,10.19,22.33
1988-06-04,13.17,10.21,15.47
1988-06-05,12.41,9.6,15.57
1988-06-06,11.46,8.72,14.25
1988-06-07,11.08,9.18,14.0
1988-06-08,13.52,8.33,18.41
1988-06-09,16.7,10.66,22.02
1988-06-10,17.74,10.88,23.5
1988-06-11,16.1,13.12,18.59
1988-06-12,16.62,12.71,20.08
1988-06-13,17.73,11.05,23.04
1988-06-14,17.97,13.65,22.03
1988-06-15,18.85,13.96,23.8
1988-06-16,17.87,13.67,22.98
1988-06-17,18.01,13.87,23.05
1988-06-18,18.83,14.13,23.45
1988-06-19,18.45,13.12,23.52
1988-06-20,17.66,13.06,22.12
1988-06-21,17.84,12.56,23.1
1988-06-22,19.75,12.85,24.54
1988-06-23,17.61,12.82,21.48
1988-06-24,17.09,11.57,22.45
1988-06-25,16.19,12.41,19.71
1988-06-26,17.38,13.88,21.13
1988-06-27,18.57,13.13,23.43
1988-06-28,18.22,14.95,22.8
1988-06-29,18.76,14.42,23.22
1988-06-30,19.53,16.52,22.97
1988-07-01,17.63,13.45,22.58
1988-07-02,16.31,12.21,20.46
1988-07-03,16.7,13.08,20.01
1988-07-04,18.65,14.14,22.76
1988-07-05,17.67,15.17,18.97
1988-07-06,19.31,14.04,25.53
1988-07-07,18.05,14.55,22.4
1988-07-08,18.31,14.32,22.9
1988-07-09,18.01,13.04,22.58
1988-07-10,19.25,11.23,25.6
1988-07-11,21.35,14.63,27.43
1988-07-12,19.45,14.17,23.56
1988-07-13,18.99,12.59,24.61
1988-07-14,16.13,13.95,18.34
1988-07-15,14.16,11.91,15.86
1988-07-16,15.13,10.86,19.16
1988-07-17,16.46,10.16,21.4
1988-07-18,18.32,13.19,21.88
1988-07-19,19.28,11.3,26.89
1988-07-20,22.0,14.83,28.84
1988-07-21,21.14,16.39,25.39
1988-07-22,23.82,18.11,29.45
1988-07-23,25.74,18.24,32.55
1988-07-24,18.01,13.31,21.19
1988-07-25,19.52,14.37,25.43
1988-07-26,22.38,14.52,31.17
1988-07-27,18.29,13.82,21.44
1988-07-28,19.01,11.82,25.67
1988-07-29,16.71,12.86,18.97
1988-07-30,16.6,11.34,21.57
1988-07-31,18.19,10.1,25.22
1988-08-01,22.12,13.26,30.91
1988-08-02,21.55,17.8,26.39
1988-08-03,17.48,14.07,19.27
1988-08-04,16.42,11.83,20.94
1988-08-05,17.89,11.63,23.45
1988-08-06,19.48,13.3,26.06
1988-08-07,23.17,15.8,30.54
1988-08-08,23.16,17.87,28.67
1988-08-09,21.19,15.73,26.69
1988-08-10,22.83,15.2,29.84
1988-08-11,21.48,18.22,25.3
1988-08-12,21.86,18.07,25.34
1988-08-13,21.79,16.92,26.11
1988-08-14,23.83,16.16,30.87
1988-08-15,23.62,18.2,28.97
1988-08-16,20.79,17.91,24.74
1988-08-17,21.82,16.68,27.67
1988-08-18,21.96,14.53,28.38
1988-08-19,21.91,17.02,28.83
1988-08-20,17.55,14.49,19.89
1988-08-21,15.57,13.0,19.14
1988-08-22,14.46,12.09,17.24
1988-08-23,15.38,10.9,20.54
1988-08-24,16.54,11.59,21.12
1988-08-25,14.25,11.56,16.71
1988-08-26,15.47,11.74,18.62
1988-08-27,20.45,14.05,27.23
1988-08-28,21.01,17.84,27.52
1988-08-29,16.53,9.6,20.39
1988-08-30,14.37,7.27,20.5
1988-08-31,17.36,9.76,23.78
1988-09-01,17.37,14.39,22.53
1988-09-02,14.5,12.22,17.58
1988-09-03,15.88,12.12,18.93
1988-09-04,19.97,16.45,24.42
1988-09-05,20.36,15.09,25.75
1988-09-06,20.4,15.27,25.31
1988-09-07,19.17,14.47,24.64
1988-09-08,16.72,9.9,23.83
1988-09-09,18.56,12.81,23.54
1988-09-10,17.81,14.71,22.41
1988-09-11,18.09,12.32,24.04
1988-09-12,16.59,12.65,20.04
1988-09-13,12.33,9.66,14.11
1988-09-14,10.73,8.79,12.37
1988-09-15,11.33,9.67,13.38
1988-09-16,10.99,8.98,13.81
1988-09-17,11.09,8.47,13.76
1988-09-18,11.99,8.14,15.78
1988-09-19,13.81,9.59,18.68
1988-09-20,13.25,9.31,17.45
1988-09-21,13.9,9.8,19.55
1988-09-22,14.98,10.4,19.82
1988-09-23,15.37,11.58,18.58
1988-09-24,14.64,12.42,18.27
1988-09-25,14.5,10.86,19.01
1988-09-26,15.01,9.23,21.81
1988-09-27,16.13,8.67,24.57
1988-09-28,18.33,10.89,25.11
1988-09-29,11.99,8.15,16.56
1988-09-30,9.06,7.65,10.42
1988-10-01,9.67,7.84,11.34
1988-10-02,11.09,9.23,12.84
1988-10-03,11.29,7.76,13.42
1988-10-04,11.19,5.53,16.4
1988-10-05,13.29,11.99,14.9
1988-10-06,13.06,10.9,14.73
1988-10-07,11.16,8.78,13.35
1988-10-08,10.79,8.42,13.41
1988-10-09,15.98,8.64,22.47
1988-10-10,12.04,10.92,14.75
1988-10-11,11.99,10.33,13.76
1988-10-12,12.67,9.71,16.76
1988-10-13,12.04,6.92,16.04
1988-10-14,14.58,10.06,19.72
1988-10-15,14.34,10.84,18.21
1988-10-16,16.05,13.12,19.68
1988-10-17,17.98,15.53,21.14
1988-10-18,17.82,15.7,20.25
1988-10-19,16.14,12.18,19.13
1988-10-20,10.75,7.96,13.71
1988-10-21,9.15,5.48,12.74
1988-10-22,7.55,4.72,11.31
1988-10-23,10.01,4.92,16.07
1988-10-24,11.16,7.62,14.66
1988-10-25,10.3,7.26,13.53
1988-10-26,11.08,6.42,15.45
1988-10-27,15.38,12.96,19.27
1988-10-28,15.01,12.09,19.33
1988-10-29,13.32,10.01,17.42
1988-10-30,7.52,3.18,10.11
1988-10-31,3.97,0.98,7.59
1988-11-01,4.85,-1.64,9.95
1988-11-02,8.7,3.08,13.11
1988-11-03,4.0,0.39,7.42
1988-11-04,2.22,-1.55,7.09
1988-11-05,4.01,-0.1,11.15
1988-11-06,2.7,-1.27,8.55
1988-11-07,1.5,-1.54,5.36
1988-11-08,7.97,2.76,12.67
1988-11-09,10.88,9.75,11.91
1988-11-10,12.29,10.22,15.11
1988-11-11,12.01,9.37,16.13
1988-11-12,12.34,10.02,15.03
1988-11-13,10.5,5.06,13.04
1988-11-14,5.28,2.84,8.12
1988-11-15,4.92,1.95,8.53
1988-11-16,4.34,1.59,6.64
1988-11-17,5.1,0.84,10.51
1988-11-18,7.33,3.54,9.95
1988-11-19,6.47,4.56,8.54
1988-11-20,4.18,3.29,5.01
1988-11-21,-0.75,-3.39,1.63
1988-11-22,-3.76,-5.2,-1.75
1988-11-23,-2.08,-5.14,-0.16
1988-11-24,0.45,-1.48,3.04
1988-11-25,-0.54,-2.48,2.45
1988-11-26,-1.56,-2.96,-0.38
1988-11-27,-0.94,-2.25,1.21
1988-11-28,0.35,-2.57,2.24
1988-11-29,5.72,2.2,9.12
1988-11-30,8.53,7.62,9.09
1988-12-01,7.31,5.42,8.8
1988-12-02,6.62,5.16,7.22
1988-12-03,5.98,3.2,8.11
1988-12-04,9.85,6.29,12.84
1988-12-05,11.74,6.42,13.52
1988-12-06,3.64,2.21,5.95
1988-12-07,3.19,1.67,4.99
1988-12-08,2.81,1.92,3.95
1988-12-09,4.86,2.55,6.77
1988-12-10,7.42,6.71,8.53
1988-12-11,7.64,6.54,9.02
1988-12-12,5.43,3.75,6.54
1988-12-13,4.88,3.7,6.34
1988-12-14,4.17,2.33,6.1
1988-12-15,4.04,2.2,5.95
1988-12-16,1.35,-2.05,5.42
1988-12-17,-0.49,-3.3,1.53
1988-12-18,1.5,-0.04,2.87
1988-12-19,4.56,2.42,6.88
1988-12-20,3.86,0.33,5.18
1988-12-21,2.03,0.05,4.13
1988-12-22,3.69,1.86,6.39
1988-12-23,5.81,1.83,9.11
1988-12-24,8.65,7.32,9.78
1988-12-25,7.07,4.09,9.59
1988-12-26,5.62,4.51,6.9
1988-12-27,4.7,2.16,6.43
1988-12-28,4.02,1.82,7.12
1988-12-29,3.03,0.5,5.01
1988-12-30,1.63,-1.33,3.94
1988-12-31,-0.87,-1.92,0.01
1989-01-01,-1.07,-2.22,-0.34
1989-01-02,-1.09,-1.74,-0.23
1989-01-03,1.16,-1.35,4.52
1989-01-04,1.6,-1.28,5.38
1989-01-05,4.83,3.45,5.9
1989-01-06,4.92,2.51,5.84
1989-01-07,4.38,2.42,6.26
1989-01-08,5.57,5.0,6.67
1989-01-09,5.04,3.1,6.21
1989-01-10,4.58,3.3,6.47
1989-01-11,4.84,2.68,7.23
1989-01-12,8.23,4.12,12.32
1989-01-13,6.86,2.76,9.36
1989-01-14,6.49,2.77,10.41
1989-01-15,4.48,2.6,6.2
1989-01-16,1.81,-0.02,3.72
1989-01-17,1.97,-0.74,4.06
1989-01-18,3.07,0.54,5.31
1989-01-19,1.69,-1.31,3.17
1989-01-20,1.21,-2.13,4.33
1989-01-21,5.47,2.56,8.79
1989-01-22,3.64,1.63,5.39
1989-01-23,2.37,-0.02,3.67
1989-01-24,-0.15,-2.25,1.29
1989-01-25,2.09,-1.69,7.31
1989-01-26,3.07,-0.73,9.02
1989-01-27,1.79,-1.94,6.74
1989-01-28,1.17,-2.7,7.83
1989-01-29,1.96,-2.34,7.76
1989-01-30,0.19,-2.37,3.13
1989-01-31,-0.86,-3.19,1.84
1989-02-01,0.2,-2.02,6.2
1989-02-02,-1.07,-4.03,3.84
1989-02-03,-1.76,-4.85,4.03
1989-02-04,-2.42,-4.91,2.48
1989-02-05,0.26,-4.43,5.44
1989-02-06,4.01,0.96,7.67
1989-02-07,2.72,0.61,7.16
1989-02-08,3.94,0.01,11.72
1989-02-09,5.65,0.81,12.27
1989-02-10,5.35,1.4,11.62
1989-02-11,4.62,-0.25,11.31
1989-02-12,5.73,0.29,10.65
1989-02-13,6.25,3.59,8.6
1989-02-14,5.74,1.91,8.17
1989-02-15,4.97,-0.66,10.02
1989-02-16,5.82,4.36,7.12
1989-02-17,7.24,4.25,10.26
1989-02-18,9.7,6.74,11.6
1989-02-19,12.3,9.65,16.95
1989-02-20,11.21,8.3,14.27
1989-02-21,10.44,8.55,12.53
1989-02-22,7.35,4.24,9.26
1989-02-23,5.14,3.35,6.71
1989-02-24,4.86,1.06,9.16
1989-02-25,5.06,2.66,7.27
1989-02-26,4.23,2.61,6.81
1989-02-27,4.12,2.2,6.16
1989-02-28,4.81,2.79,6.93
1989-03-01,6.17,4.08,8.84
1989-03-02,7.37,4.16,10.28
1989-03-03,7.63,6.39,9.0
1989-03-04,8.52,5.68,11.05
1989-03-05,11.22,7.79,15.84
1989-03-06,11.56,6.45,17.74
1989-03-07,9.94,5.17,16.24
1989-03-08,6.0,1.95,8.66
1989-03-09,5.83,-0.19,11.0
1989-03-10,8.32,1.49,16.18
1989-03-11,10.8,2.69,18.45
1989-03-12,12.96,5.07,20.14
1989-03-13,7.8,3.13,10.83
1989-03-14,5.78,0.57,10.17
1989-03-15,9.52,6.78,11.32
1989-03-16,11.37,9.82,13.42
1989-03-17,7.2,3.37,9.55
1989-03-18,4.42,0.8,7.65
1989-03-19,4.85,-0.62,9.96
1989-03-20,5.24,-1.34,10.86
1989-03-21,6.44,3.22,8.92
1989-03-22,10.5,7.82,12.81
1989-03-23,6.67,2.66,9.77
1989-03-24,6.9,0.76,11.32
1989-03-25,10.11,6.77,12.63
1989-03-26,11.12,4.98,17.08
1989-03-27,15.23,9.69,21.33
1989-03-28,16.78,12.7,22.93
1989-03-29,15.92,8.58,22.3
1989-03-30,15.44,9.03,21.84
1989-03-31,14.92,9.2,19.87
1989-04-01,12.63,10.4,14.79
1989-04-02,10.89,8.38,13.0
1989-04-03,10.24,7.16,14.04
1989-04-04,9.48,7.09,12.01
1989-04-05,6.74,4.97,8.67
1989-04-06,7.05,3.93,10.2
1989-04-07,8.73,6.78,11.6
1989-04-08,6.56,3.45,8.12
1989-04-09,10.43,3.05,16.48
1989-04-10,10.81,8.35,14.34
1989-04-11,12.59,7.08,18.54
1989-04-12,8.59,5.53,13.41
1989-04-13,7.21,5.44,9.05
1989-04-14,7.65,5.17,10.25
1989-04-15,8.14,2.73,12.96
1989-04-16,8.23,5.34,11.54
1989-04-17,8.46,6.05,10.93
1989-04-18,8.43,6.48,10.11
1989-04-19,8.64,5.68,11.61
1989-04-20,9.61,5.09,14.02
1989-04-21,6.57,4.49,9.12
1989-04-22,5.59,3.45,8.27
1989-04-23,9.11,4.83,14.13
1989-04-24,12.52,7.6,17.71
1989-04-25,10.05,9.17,11.7
1989-04-26,5.0,1.77,9.47
1989-04-27,5.14,0.74,9.39
1989-04-28,5.6,3.19,8.65
1989-04-29,6.14,1.91,9.54
1989-04-30,8.25,3.09,12.8
1989-05-01,10.26,3.98,15.72
1989-05-02,13.23,6.47,18.83
1989-05-03,15.87,9.38,21.76
1989-05-04,17.39,11.21,23.91
1989-05-05,17.38,11.22,23.94
1989-05-06,16.88,10.08,23.61
1989-05-07,12.94,8.02,17.87
1989-05-08,13.54,6.2,20.62
1989-05-09,16.25,10.12,23.58
1989-05-10,14.61,11.87,17.92
1989-05-11,13.68,11.89,16.21
1989-05-12,12.76,10.57,15.58
1989-05-13,11.83,9.67,14.01
1989-05-14,12.68,8.86,16.52
1989-05-15,13.39,7.85,18.49
1989-05-16,14.88,8.34,20.47
1989-05-17,16.78,10.31,22.12
1989-05-18,17.77,11.48,23.91
1989-05-19,18.88,13.21,24.67
1989-05-20,19.72,13.04,25.2
1989-05-21,19.42,13.17,25.19
1989-05-22,19.89,14.92,25.46
1989-05-23,20.31,14.3,26.65
1989-05-24,20.53,13.83,26.65
1989-05-25,18.9,13.93,24.0
1989-05-26,17.69,12.09,24.23
1989-05-27,17.17,12.66,22.69
1989-05-28,16.52,12.27,22.3
1989-05-29,17.09,12.47,22.33
1989-05-30,17.09,12.39,22.05
1989-05-31,13.9,11.23,16.67
1989-06-01,13.24,10.66,16.19
1989-06-02,11.72,8.21,15.97
1989-06-03,10.57,7.17,14.06
1989-06-04,10.53,7.76,14.51
1989-06-05,10.19,7.32,13.07
1989-06-06,10.51,6.59,15.2
1989-06-07,11.58,8.08,15.39
1989-06-08,12.83,7.86,17.41
1989-06-09,16.2,8.75,23.05
1989-06-10,16.04,13.89,18.95
1989-06-11,17.57,12.93,22.92
1989-06-12,19.72,13.85,25.18
1989-06-13,20.2,15.34,25.64
1989-06-14,20.78,16.18,25.8
1989-06-15,20.57,15.62,25.63
1989-06-16,21.0,14.49,26.57
1989-06-17,20.64,15.95,25.05
1989-06-18,21.67,16.23,27.47
1989-06-19,23.65,18.36,29.18
1989-06-20,24.12,19.01,29.91
1989-06-21,24.75,16.69,31.84
1989-06-22,19.32,13.53,22.83
1989-06-23,16.46,12.94,19.94
1989-06-24,20.22,15.89,25.26
1989-06-25,22.07,16.46,27.37
1989-06-26,22.66,17.91,30.01
1989-06-27,19.7,15.99,24.74
1989-06-28,17.08,13.3,21.89
1989-06-29,16.73,12.2,21.41
1989-06-30,18.41,14.29,22.94
1989-07-01,19.76,15.41,25.37
1989-07-02,16.6,13.24,19.42
1989-07-03,17.09,12.69,21.2
1989-07-04,16.21,13.78,19.05
1989-07-05,21.06,12.83,28.05
1989-07-06,25.31,19.37,31.49
1989-07-07,23.1,18.99,27.79
1989-07-08,19.79,17.38,23.58
1989-07-09,19.21,17.24,22.67
1989-07-10,17.86,16.01,19.54
1989-07-11,17.36,14.8,20.96
1989-07-12,20.31,14.78,25.88
1989-07-13,20.75,15.76,25.5
1989-07-14,18.86,12.75,23.41
1989-07-15,17.62,11.73,23.5
1989-07-16,20.13,12.3,26.92
1989-07-17,20.9,15.42,26.1
1989-07-18,20.38,13.58,26.16
1989-07-19,19.7,14.68,25.22
1989-07-20,20.98,12.62,28.28
1989-07-21,26.22,16.69,34.77
1989-07-22,26.9,22.06,31.97
1989-07-23,24.77,20.1,29.41
1989-07-24,23.15,17.29,28.93
1989-07-25,21.63,17.29,25.89
1989-07-26,22.78,16.87,27.81
1989-07-27,21.83,16.98,26.29
1989-07-28,20.79,15.12,25.95
1989-07-29,21.04,14.41,27.69
1989-07-30,23.08,16.54,29.89
1989-07-31,18.19,15.33,20.97
1989-08-01,15.99,11.06,18.48
1989-08-02,16.81,10.11,23.27
1989-08-03,16.97,9.98,22.57
1989-08-04,18.52,11.44,25.27
1989-08-05,19.78,14.62,26.21
1989-08-06,21.51,16.13,27.12
1989-08-07,21.3,17.0,26.59
1989-08-08,19.94,16.94,22.72
1989-08-09,20.36,15.3,26.33
1989-08-10,19.83,14.63,26.18
1989-08-11,21.3,17.0,25.88
1989-08-12,20.77,17.35,24.42
1989-08-13,21.36,15.25,27.57
1989-08-14,20.9,16.03,25.42
1989-08-15,25.32,17.72,32.61
1989-08-16,24.1,17.39,31.93
1989-08-17,19.55,15.19,23.21
1989-08-18,19.78,13.55,25.65
1989-08-19,20.94,12.91,28.91
1989-08-20,22.52,17.08,28.45
1989-08-21,22.08,16.89,28.86
1989-08-22,23.02,16.81,28.45
1989-08-23,20.93,15.92,27.02
1989-08-24,20.24,13.83,26.58
1989-08-25,20.4,12.96,26.77
1989-08-26,19.06,15.27,22.66
1989-08-27,18.0,14.11,20.52
1989-08-28,14.75,10.54,17.44
1989-08-29,14.21,8.49,19.43
1989-08-30,16.26,9.34,22.2
1989-08-31,18.17,10.77,23.99
1989-09-01,15.45,12.42,17.57
1989-09-02,14.9,12.08,17.71
1989-09-03,13.45,9.52,17.84
1989-09-04,13.37,8.13,18.48
1989-09-05,14.63,8.12,20.66
1989-09-06,15.49,9.01,21.61
1989-09-07,16.01,7.82,23.19
1989-09-08,17.98,10.43,25.03
1989-09-09,18.8,14.25,23.66
1989-09-10,17.8,12.73,24.29
1989-09-11,15.12,12.71,17.3
1989-09-12,16.58,13.44,20.45
1989-09-13,15.09,12.79,18.56
1989-09-14,16.03,13.49,19.81
1989-09-15,17.01,14.07,20.85
1989-09-16,18.5,13.57,24.34
1989-09-17,20.59,14.73,27.01
1989-09-18,21.35,16.57,26.92
