# Statistiques journalières de la température de l'air à 2 m à Bruxelles (données ERA5)
AAAA-MM-JJ, moyenne (°C), min (°C), max (°C)
2005-04-22,9.91,2.01,16.56
2005-04-23,10.36,4.6,15.0
2005-04-24,12.74,6.43,18.08
2005-04-25,10.94,9.18,12.92
2005-04-26,11.67,7.4,15.17
2005-04-27,11.61,8.08,14.58
2005-04-28,13.34,7.28,17.56
2005-04-29,14.69,12.97,16.84
2005-04-30,17.21,13.72,21.42
2005-05-01,20.72,13.07,27.86
2005-05-02,16.45,13.72,19.67
2005-05-03,14.9,12.35,18.63
2005-05-04,11.36,9.64,13.1
2005-05-05,10.25,6.6,13.62
2005-05-06,11.24,9.75,13.15
2005-05-07,9.28,4.73,11.77
2005-05-08,7.68,4.34,11.18
2005-05-09,7.59,3.6,11.9
2005-05-10,7.24,2.04,11.58
2005-05-11,7.93,1.61,12.81
2005-05-12,10.03,3.42,15.39
2005-05-13,11.03,7.18,13.64
2005-05-14,11.24,6.13,14.68
2005-05-15,9.7,4.85,14.46
2005-05-16,11.18,4.34,16.63
2005-05-17,8.01,3.93,10.65
2005-05-18,8.21,0.48,13.72
2005-05-19,13.55,6.57,18.64
2005-05-20,16.69,13.16,21.16
2005-05-21,15.25,11.6,18.63
2005-05-22,14.0,10.69,17.42
2005-05-23,12.48,9.54,15.75
2005-05-24,13.87,9.07,17.23
2005-05-25,18.53,13.36,23.74
2005-05-26,21.48,15.18,27.95
2005-05-27,23.75,14.24,31.21
2005-05-28,20.55,12.94,24.56
2005-05-29,14.7,9.33,19.93
2005-05-30,11.03,7.35,13.07
2005-05-31,12.25,6.78,17.57
2005-06-01,14.15,6.44,19.1
2005-06-02,17.1,13.86,20.75
2005-06-03,18.24,14.02,24.81
2005-06-04,13.85,10.94,16.67
2005-06-05,13.38,11.28,15.51
2005-06-06,12.9,8.22,16.96
2005-06-07,10.56,7.26,13.72
2005-06-08,11.9,6.03,17.28
2005-06-09,13.43,6.85,18.73
2005-06-10,13.93,7.0,19.4
2005-06-11,11.44,8.07,14.58
2005-06-12,12.24,6.13,15.92
2005-06-13,13.37,8.69,18.24
2005-06-14,14.52,6.33,21.22
2005-06-15,16.06,8.47,22.71
2005-06-16,18.48,13.85,22.09
2005-06-17,19.92,17.71,22.13
2005-06-18,22.08,17.78,26.75
2005-06-19,23.48,14.43,30.72
2005-06-20,24.62,16.72,31.78
2005-06-21,21.22,17.22,26.45
2005-06-22,20.71,13.38,26.21
2005-06-23,24.11,15.64,30.66
2005-06-24,24.94,17.91,31.29
2005-06-25,21.41,17.69,25.16
2005-06-26,18.98,15.04,23.21
2005-06-27,21.22,14.1,26.98
2005-06-28,22.27,15.51,28.24
2005-06-29,20.53,16.43,26.39
2005-06-30,17.27,14.38,21.4
2005-07-01,17.0,14.15,20.28
2005-07-02,17.76,16.18,19.61
2005-07-03,20.78,13.91,25.81
2005-07-04,16.87,11.98,19.65
2005-07-05,14.89,10.39,18.66
2005-07-06,15.13,12.62,17.84
2005-07-07,13.39,11.62,16.07
2005-07-08,14.12,11.59,17.16
2005-07-09,16.59,11.23,21.65
2005-07-10,20.19,14.4,26.66
2005-07-11,21.09,16.63,25.68
2005-07-12,19.43,16.0,24.6
2005-07-13,20.15,16.19,25.72
2005-07-14,21.24,14.21,28.11
2005-07-15,22.31,17.84,27.54
2005-07-16,19.84,14.09,24.75
2005-07-17,18.42,11.1,24.07
2005-07-18,18.98,12.8,24.54
2005-07-19,17.54,15.29,20.15
2005-07-20,17.14,12.58,19.94
2005-07-21,15.77,12.29,18.23
2005-07-22,15.49,13.1,16.95
2005-07-23,16.44,12.43,20.8
2005-07-24,17.18,13.29,20.41
2005-07-25,17.94,16.1,20.14
2005-07-26,16.41,14.63,18.95
2005-07-27,20.22,15.46,25.67
2005-07-28,22.37,17.29,27.72
2005-07-29,21.12,16.8,25.49
2005-07-30,16.83,13.23,20.23
2005-07-31,15.76,14.06,17.67
2005-08-01,16.32,13.91,19.22
2005-08-02,16.48,11.45,20.82
2005-08-03,16.07,10.79,21.07
2005-08-04,16.31,11.1,20.96
2005-08-05,15.07,12.8,16.9
2005-08-06,14.53,11.35,17.75
2005-08-07,13.93,11.17,16.94
2005-08-08,14.1,11.56,16.22
2005-08-09,15.14,10.59,20.55
2005-08-10,15.22,10.96,19.56
2005-08-11,16.94,13.12,21.05
2005-08-12,16.11,10.93,19.96
2005-08-13,16.02,8.67,21.25
2005-08-14,15.73,14.71,17.65
2005-08-15,14.62,11.74,16.91
2005-08-16,14.9,8.77,19.59
2005-08-17,18.44,11.14,24.82
2005-08-18,20.51,14.35,26.3
2005-08-19,17.93,16.05,20.5
2005-08-20,14.96,13.79,15.89
2005-08-21,16.7,14.67,19.98
2005-08-22,17.33,13.77,21.5
2005-08-23,15.87,10.29,18.3
2005-08-24,15.32,9.77,19.51
2005-08-25,14.61,12.45,17.31
2005-08-26,14.18,10.84,17.68
2005-08-27,15.28,10.6,19.41
2005-08-28,16.96,10.11,22.85
2005-08-29,18.87,11.83,25.51
2005-08-30,20.35,13.07,27.37
2005-08-31,23.25,15.44,30.57
2005-09-01,19.61,16.11,21.55
2005-09-02,17.92,12.89,23.03
2005-09-03,18.87,13.22,24.9
2005-09-04,20.4,13.5,27.33
2005-09-05,20.73,15.8,26.99
2005-09-06,19.19,15.83,23.97
2005-09-07,19.67,14.12,24.93
2005-09-08,20.75,15.23,26.83
2005-09-09,20.22,17.72,23.31
2005-09-10,18.98,15.89,23.39
2005-09-11,18.17,16.71,20.62
2005-09-12,17.14,14.3,19.07
2005-09-13,15.48,10.09,20.86
2005-09-14,16.39,12.47,19.13
2005-09-15,17.83,17.07,19.54
2005-09-16,13.29,8.73,17.32
2005-09-17,10.57,7.27,14.56
2005-09-18,10.3,3.87,16.64
2005-09-19,11.16,4.41,18.24
2005-09-20,12.21,4.88,19.12
2005-09-21,13.48,6.55,20.25
2005-09-22,14.28,7.38,21.69
2005-09-23,15.61,9.32,22.2
2005-09-24,15.77,13.44,19.17
2005-09-25,15.89,12.82,19.07
2005-09-26,14.67,11.73,17.79
2005-09-27,14.64,12.37,17.4
2005-09-28,13.09,10.95,16.04
2005-09-29,12.02,9.26,14.41
2005-09-30,11.65,7.75,14.03
2005-10-01,13.89,9.33,16.29
2005-10-02,11.13,8.84,14.45
2005-10-03,10.75,6.67,15.41
2005-10-04,11.72,8.21,14.58
2005-10-05,13.07,11.16,16.0
2005-10-06,12.69,10.37,17.18
2005-10-07,12.97,10.7,16.28
2005-10-08,14.39,11.43,18.66
2005-10-09,14.2,11.87,17.4
2005-10-10,16.28,11.41,23.25
2005-10-11,15.66,11.37,21.72
2005-10-12,15.96,12.41,21.25
2005-10-13,15.45,11.94,21.0
2005-10-14,14.33,10.93,19.49
2005-10-15,12.78,7.08,19.69
2005-10-16,12.51,7.45,19.62
2005-10-17,10.59,6.66,15.47
2005-10-18,9.83,5.26,14.63
2005-10-19,13.11,10.02,17.11
2005-10-20,12.84,8.99,15.36
2005-10-21,13.71,9.77,17.35
2005-10-22,12.94,11.6,14.88
2005-10-23,12.63,11.39,15.05
2005-10-24,12.88,11.1,14.77
2005-10-25,14.65,13.46,16.42
2005-10-26,15.31,12.63,18.39
2005-10-27,16.54,13.65,20.74
2005-10-28,16.71,14.09,19.91
2005-10-29,17.38,14.96,21.09
2005-10-30,17.2,14.28,20.94
2005-10-31,16.11,13.83,19.32
2005-11-01,11.56,7.18,13.84
2005-11-02,13.31,8.73,16.42
2005-11-03,15.67,14.15,18.13
2005-11-04,12.23,8.24,13.98
2005-11-05,8.84,6.53,11.24
2005-11-06,10.8,8.04,14.05
2005-11-07,11.17,9.56,13.9
2005-11-08,12.6,10.02,16.83
2005-11-09,9.01,5.03,10.79
2005-11-10,7.54,3.14,10.98
2005-11-11,10.77,9.84,12.23
2005-11-12,8.04,6.87,9.33
2005-11-13,7.08,4.52,11.01
2005-11-14,4.89,2.84,8.53
2005-11-15,5.62,2.8,8.06
2005-11-16,5.81,3.27,7.58
2005-11-17,4.09,2.54,6.33
2005-11-18,2.85,0.3,7.69
2005-11-19,1.22,-2.3,3.76
2005-11-20,1.68,0.41,3.04
2005-11-21,5.21,1.54,9.16
2005-11-22,1.91,-0.83,4.64
2005-11-23,0.95,-0.52,3.41
2005-11-24,1.99,-0.5,4.52
2005-11-25,1.65,1.03,2.36
2005-11-26,1.4,0.38,2.23
2005-11-27,1.85,0.62,3.49
2005-11-28,2.98,2.23,4.43
2005-11-29,2.33,0.8,4.18
2005-11-30,1.88,0.27,3.5
2005-12-01,1.66,-0.05,3.79
2005-12-02,5.28,1.2,7.83
2005-12-03,7.83,7.23,8.56
2005-12-04,7.51,5.76,8.76
2005-12-05,5.96,4.91,7.58
2005-12-06,5.14,4.59,5.99
2005-12-07,5.18,4.25,6.78
2005-12-08,4.26,1.73,5.87
2005-12-09,2.3,0.24,3.8
2005-12-10,0.29,-1.26,3.03
2005-12-11,0.82,-1.96,4.9
2005-12-12,4.25,1.51,6.82
2005-12-13,5.66,4.56,7.21
2005-12-14,5.39,3.87,7.84
2005-12-15,6.03,4.45,7.6
2005-12-16,6.57,2.99,9.15
2005-12-17,1.45,0.6,2.76
2005-12-18,0.99,-0.12,2.89
2005-12-19,3.05,0.79,5.92
2005-12-20,1.92,0.88,3.36
2005-12-21,3.6,3.18,4.44
2005-12-22,6.01,3.74,7.33
2005-12-23,6.43,5.84,7.36
2005-12-24,6.47,4.99,8.12
2005-12-25,4.01,0.88,6.21
2005-12-26,1.78,-2.27,4.36
2005-12-27,-2.03,-3.09,-0.78
2005-12-28,-2.16,-5.52,-1.08
2005-12-29,-2.78,-5.53,-0.45
2005-12-30,-1.67,-3.5,1.67
2005-12-31,5.28,3.74,6.57
2006-01-01,3.89,3.13,4.6
2006-01-02,2.7,0.03,4.78
2006-01-03,0.63,-0.5,2.05
2006-01-04,1.22,0.41,3.07
2006-01-05,-0.08,-1.38,0.9
2006-01-06,0.06,-2.27,2.1
2006-01-07,0.98,-0.76,3.74
2006-01-08,1.44,-0.6,4.41
2006-01-09,0.91,-1.9,5.96
2006-01-10,1.49,-0.75,3.99
2006-01-11,2.76,0.85,4.94
2006-01-12,3.56,2.82,4.14
2006-01-13,1.98,0.63,3.35
2006-01-14,2.09,0.05,6.42
2006-01-15,0.12,-2.01,3.57
2006-01-16,2.13,-1.91,4.94
2006-01-17,5.81,4.64,6.91
2006-01-18,4.89,3.39,7.01
2006-01-19,6.66,4.1,8.8
2006-01-20,7.55,4.43,9.36
2006-01-21,4.76,3.47,6.85
2006-01-22,2.15,0.1,3.37
2006-01-23,-0.85,-3.21,1.94
2006-01-24,-1.79,-4.64,2.97
2006-01-25,-1.02,-6.04,2.82
2006-01-26,-0.35,-3.46,1.84
2006-01-27,-4.37,-6.16,-2.69
2006-01-28,-3.01,-6.75,1.94
2006-01-29,-1.02,-4.66,4.26
2006-01-30,-0.14,-3.32,3.69
2006-01-31,0.15,-3.8,2.97
2006-02-01,-1.92,-4.93,2.8
2006-02-02,-2.81,-3.67,-2.45
2006-02-03,-2.35,-4.51,0.38
2006-02-04,2.28,0.82,3.66
2006-02-05,2.88,1.1,5.0
2006-02-06,4.0,3.04,4.78
2006-02-07,5.56,3.42,7.67
2006-02-08,4.9,2.1,6.17
2006-02-09,2.07,1.01,3.52
2006-02-10,2.14,-0.61,4.75
2006-02-11,1.39,-0.65,4.03
2006-02-12,0.76,-0.57,2.79
2006-02-13,1.55,0.81,2.47
2006-02-14,4.84,2.64,7.25
2006-02-15,7.57,4.88,10.36
2006-02-16,6.96,4.8,8.45
2006-02-17,5.7,4.58,7.36
2006-02-18,3.94,2.74,5.3
2006-02-19,5.34,2.68,7.64
2006-02-20,2.97,1.65,5.24
2006-02-21,1.99,1.23,2.89
2006-02-22,2.28,0.8,3.64
2006-02-23,0.15,-0.8,1.28
2006-02-24,1.2,-1.87,4.49
2006-02-25,0.0,-2.05,2.76
2006-02-26,-0.66,-2.25,2.07
2006-02-27,1.09,-2.67,4.49
2006-02-28,1.13,-0.87,3.0
2006-03-01,0.18,-1.45,3.12
2006-03-02,0.11,-2.34,3.42
2006-03-03,-0.11,-2.51,2.31
2006-03-04,-0.41,-3.01,3.43
2006-03-05,0.65,-2.29,4.08
2006-03-06,1.29,-1.23,4.51
2006-03-07,2.11,-1.71,5.71
2006-03-08,6.19,2.41,9.85
2006-03-09,8.42,6.76,9.67
2006-03-10,4.97,3.77,6.64
2006-03-11,1.63,-3.33,4.46
2006-03-12,-2.54,-5.62,0.54
2006-03-13,-1.33,-6.25,3.5
2006-03-14,1.57,-3.54,6.74
2006-03-15,2.78,-0.63,8.0
2006-03-16,0.53,-1.82,2.61
2006-03-17,1.68,-1.11,4.53
2006-03-18,2.99,-0.56,8.42
2006-03-19,2.18,-1.76,8.26
2006-03-20,3.6,0.54,7.36
2006-03-21,2.42,0.54,4.89
2006-03-22,1.97,-2.43,6.38
2006-03-23,4.26,-2.85,10.76
2006-03-24,8.72,5.15,12.8
2006-03-25,11.66,9.55,14.31
2006-03-26,14.2,12.43,16.37
2006-03-27,14.17,10.97,16.85
2006-03-28,9.73,7.29,11.9
2006-03-29,8.99,6.7,11.74
2006-03-30,11.99,9.89,14.29
2006-03-31,11.84,10.42,14.15
2006-04-01,10.97,7.14,13.49
2006-04-02,10.03,7.14,13.11
2006-04-03,8.0,5.6,10.11
2006-04-04,5.21,2.11,8.17
2006-04-05,3.7,0.06,7.53
2006-04-06,5.15,-1.42,11.25
2006-04-07,6.66,1.53,11.19
2006-04-08,7.19,4.61,10.18
2006-04-09,6.12,1.85,10.09
2006-04-10,5.1,1.37,9.34
2006-04-11,4.67,-2.44,9.46
2006-04-12,8.02,5.29,11.24
2006-04-13,9.54,6.51,12.42
2006-04-14,10.26,7.86,12.81
2006-04-15,10.6,6.54,14.07
2006-04-16,10.97,9.14,13.56
2006-04-17,10.26,6.8,13.3
2006-04-18,9.34,5.65,13.73
2006-04-19,9.66,4.34,14.66
2006-04-20,11.08,5.5,15.41
2006-04-21,13.44,7.07,18.88
2006-04-22,9.14,5.3,12.42
2006-04-23,10.27,1.84,16.29
2006-04-24,13.64,9.45,18.89
2006-04-25,14.09,8.67,18.94
2006-04-26,12.51,8.41,16.33
2006-04-27,11.24,7.88,14.93
2006-04-28,8.31,4.38,13.21
2006-04-29,6.58,3.18,9.72
2006-04-30,5.85,3.25,8.46
2006-05-01,8.32,4.75,10.75
2006-05-02,13.43,7.64,18.95
2006-05-03,17.9,12.34,23.06
2006-05-04,19.51,12.96,25.13
2006-05-05,17.13,13.4,21.75
2006-05-06,16.22,11.19,21.99
2006-05-07,14.33,11.28,17.4
2006-05-08,14.19,11.3,17.67
2006-05-09,13.41,9.95,18.02
2006-05-10,14.39,8.53,20.37
2006-05-11,16.24,8.37,23.26
2006-05-12,17.23,9.8,22.81
2006-05-13,15.39,12.06,19.51
2006-05-14,12.89,11.18,15.73
2006-05-15,15.69,9.36,21.39
2006-05-16,15.35,13.05,18.25
2006-05-17,15.87,11.18,20.0
2006-05-18,16.16,12.45,18.47
2006-05-19,12.66,10.92,15.32
2006-05-20,12.02,10.88,13.33
2006-05-21,13.99,11.32,17.16
2006-05-22,14.2,11.37,18.39
2006-05-23,10.31,7.97,12.42
2006-05-24,10.79,7.25,14.03
2006-05-25,11.49,8.98,14.3
2006-05-26,13.28,10.65,15.36
2006-05-27,14.35,13.1,15.65
2006-05-28,13.87,11.25,16.21
2006-05-29,10.54,7.06,13.37
2006-05-30,7.93,5.3,10.24
2006-05-31,8.66,5.38,11.1
2006-06-01,8.24,5.73,10.54
2006-06-02,10.35,3.18,15.43
2006-06-03,13.15,7.79,18.44
2006-06-04,12.87,8.27,16.44
2006-06-05,13.45,7.55,17.41
2006-06-06,11.85,6.42,16.88
2006-06-07,13.69,6.77,19.51
2006-06-08,16.5,7.86,22.95
2006-06-09,19.22,11.12,25.24
2006-06-10,21.05,12.71,27.27
2006-06-11,22.79,15.61,29.08
2006-06-12,22.4,15.17,29.07
2006-06-13,23.48,16.04,29.86
2006-06-14,18.17,14.99,20.6
2006-06-15,13.84,10.77,15.46
2006-06-16,14.6,9.0,19.94
2006-06-17,16.84,9.36,22.87
2006-06-18,21.06,12.75,27.35
2006-06-19,20.5,16.6,23.47
2006-06-20,18.44,15.27,21.56
2006-06-21,15.79,12.12,17.97
2006-06-22,13.93,10.47,17.0
2006-06-23,15.41,9.18,20.57
2006-06-24,18.65,10.61,24.63
2006-06-25,17.17,14.69,19.09
2006-06-26,16.0,13.13,18.67
2006-06-27,14.86,12.78,17.94
2006-06-28,16.15,10.42,21.39
2006-06-29,17.9,11.0,23.51
2006-06-30,20.55,13.17,26.73
2006-07-01,22.84,15.09,28.72
2006-07-02,23.07,15.77,28.42
2006-07-03,22.94,15.48,28.49
2006-07-04,24.63,16.79,30.89
2006-07-05,23.01,19.37,27.84
2006-07-06,21.06,17.76,25.2
2006-07-07,18.76,16.45,22.06
2006-07-08,18.67,14.45,22.85
2006-07-09,20.28,16.36,23.76
2006-07-10,20.27,13.73,25.88
2006-07-11,21.11,15.92,24.28
2006-07-12,20.29,13.88,26.04
2006-07-13,20.66,14.43,26.7
2006-07-14,18.92,14.61,23.95
2006-07-15,19.78,12.29,26.25
2006-07-16,22.49,14.16,29.14
2006-07-17,23.64,15.19,30.64
2006-07-18,25.03,15.59,32.67
2006-07-19,27.32,18.32,35.08
2006-07-20,24.34,20.36,29.49
2006-07-21,25.03,17.37,31.51
2006-07-22,23.34,19.17,29.69
2006-07-23,21.92,17.01,27.15
2006-07-24,23.07,16.57,28.6
2006-07-25,25.33,18.11,31.1
2006-07-26,26.2,19.81,32.65
2006-07-27,23.69,19.82,27.85
2006-07-28,22.5,18.8,27.47
2006-07-29,21.93,16.07,27.86
2006-07-30,20.29,15.85,25.42
2006-07-31,18.95,14.29,23.68
2006-08-01,18.15,15.87,20.3
2006-08-02,16.77,14.09,19.96
2006-08-03,15.99,13.3,19.81
2006-08-04,17.38,16.1,19.46
2006-08-05,18.73,16.3,22.53
2006-08-06,18.9,14.26,23.86
2006-08-07,17.73,12.71,22.89
2006-08-08,16.84,13.25,19.69
2006-08-09,15.21,12.26,18.05
2006-08-10,14.52,11.28,17.01
2006-08-11,13.49,11.65,16.12
2006-08-12,14.06,11.52,17.87
2006-08-13,14.14,10.3,18.01
2006-08-14,14.01,11.16,15.64
2006-08-15,16.28,13.94,19.84
2006-08-16,17.55,13.59,22.17
2006-08-17,18.98,15.41,23.27
2006-08-18,18.5,16.12,21.55
2006-08-19,17.68,14.68,21.91
2006-08-20,16.7,14.9,19.12
2006-08-21,15.82,13.64,17.87
2006-08-22,15.95,12.74,19.68
2006-08-23,16.4,11.72,20.85
2006-08-24,15.9,14.43,18.12
2006-08-25,16.17,13.3,19.03
2006-08-26,15.17,12.7,17.7
2006-08-27,16.41,13.84,20.62
2006-08-28,14.17,11.64,16.69
2006-08-29,12.84,10.3,15.74
2006-08-30,13.8,9.99,17.5
2006-08-31,15.42,11.15,19.5
2006-09-01,18.36,13.8,22.79
2006-09-02,17.8,14.25,20.12
2006-09-03,20.23,18.38,22.88
2006-09-04,18.73,14.91,22.3
2006-09-05,18.51,14.29,23.65
2006-09-06,20.88,15.17,26.59
2006-09-07,16.31,11.75,18.78
2006-09-08,14.2,9.69,18.82
2006-09-09,15.39,9.08,21.83
2006-09-10,17.54,11.24,24.63
2006-09-11,19.03,11.66,26.66
2006-09-12,21.3,15.01,28.38
2006-09-13,22.03,17.3,27.36
2006-09-14,20.94,17.73,23.78
2006-09-15,20.53,16.57,25.38
2006-09-16,19.98,14.87,25.04
2006-09-17,18.03,16.22,20.49
2006-09-18,16.86,12.62,20.44
2006-09-19,14.86,10.5,19.2
2006-09-20,14.99,8.51,21.47
2006-09-21,19.64,12.75,26.65
2006-09-22,19.86,17.38,23.91
2006-09-23,19.3,15.75,24.08
2006-09-24,19.52,17.36,21.55
2006-09-25,16.5,15.5,17.75
2006-09-26,15.86,12.54,19.2
2006-09-27,14.54,10.81,19.07
2006-09-28,16.84,14.07,21.5
2006-09-29,17.69,14.37,22.15
2006-09-30,17.03,13.45,20.97
2006-10-01,17.09,15.38,20.04
2006-10-02,15.79,13.65,18.07
2006-10-03,13.99,12.2,16.01
2006-10-04,12.38,9.88,14.93
2006-10-05,12.88,9.26,16.2
2006-10-06,15.25,13.32,17.16
2006-10-07,12.88,9.15,15.32
2006-10-08,11.86,8.35,17.09
2006-10-09,14.2,9.06,18.95
2006-10-10,16.76,14.35,20.97
2006-10-11,16.62,12.62,20.49
2006-10-12,14.79,9.75,16.79
2006-10-13,12.14,7.41,16.95
2006-10-14,13.43,9.17,16.99
2006-10-15,11.43,8.05,16.55
2006-10-16,12.27,7.12,19.48
2006-10-17,12.93,8.07,18.14
2006-10-18,14.75,12.35,17.69
2006-10-19,15.2,13.02,18.47
2006-10-20,14.51,12.82,16.23
2006-10-21,14.82,13.35,16.43
2006-10-22,15.26,12.27,18.46
2006-10-23,16.4,14.16,18.03
2006-10-24,13.0,9.85,14.26
2006-10-25,12.63,7.99,15.85
2006-10-26,18.2,15.59,21.37
2006-10-27,14.15,11.39,16.05
2006-10-28,14.76,12.34,16.59
2006-10-29,14.01,8.04,16.03
2006-10-30,10.68,6.23,15.72
2006-10-31,11.39,9.32,14.23
2006-11-01,7.13,2.64,9.64
2006-11-02,4.22,1.0,8.22
2006-11-03,6.06,1.29,9.81
2006-11-04,7.43,5.59,10.77
2006-11-05,8.02,5.44,11.02
2006-11-06,7.93,6.22,9.9
2006-11-07,6.59,4.41,10.52
2006-11-08,7.97,4.1,12.19
2006-11-09,9.15,2.11,12.24
2006-11-10,5.29,1.64,9.94
2006-11-11,8.77,5.66,11.79
2006-11-12,8.41,6.7,9.85
2006-11-13,11.1,7.62,13.36
2006-11-14,12.84,12.09,13.17
2006-11-15,12.96,11.81,14.55
2006-11-16,14.41,12.48,16.89
2006-11-17,11.15,9.61,13.08
2006-11-18,8.59,5.35,10.92
2006-11-19,6.4,4.97,8.08
2006-11-20,7.7,5.47,9.84
2006-11-21,7.67,3.75,10.52
2006-11-22,6.31,3.64,8.49
2006-11-23,10.6,8.18,13.14
2006-11-24,10.81,8.3,14.04
2006-11-25,14.01,10.65,16.24
2006-11-26,10.8,8.38,13.29
2006-11-27,11.58,7.93,14.99
2006-11-28,11.4,9.46,14.34
2006-11-29,7.95,5.32,11.12
2006-11-30,5.17,2.16,7.77
2006-12-01,8.54,6.88,9.58
2006-12-02,9.81,8.04,11.06
2006-12-03,8.83,7.54,10.88
2006-12-04,10.27,8.07,13.35
2006-12-05,13.13,10.52,14.8
2006-12-06,9.07,6.68,10.36
2006-12-07,8.47,5.87,10.65
2006-12-08,9.13,6.45,11.64
2006-12-09,5.18,2.25,7.44
2006-12-10,3.51,0.41,6.71
2006-12-11,6.45,4.75,8.06
2006-12-12,6.85,3.72,8.89
2006-12-13,8.88,7.4,10.06
2006-12-14,7.79,5.92,9.66
2006-12-15,5.78,3.81,8.5
2006-12-16,5.6,2.44,7.44
2006-12-17,3.46,1.23,6.66
2006-12-18,1.6,-0.27,2.73
2006-12-19,2.04,0.78,4.42
2006-12-20,1.25,-0.44,3.22
2006-12-21,5.2,3.6,6.46
2006-12-22,4.92,2.76,6.95
2006-12-23,2.59,1.32,3.85
2006-12-24,1.12,0.56,1.74
2006-12-25,1.06,0.11,2.1
2006-12-26,-0.72,-2.37,0.93
2006-12-27,-0.41,-1.01,0.49
2006-12-28,1.67,0.53,2.65
2006-12-29,3.75,-0.39,6.99
2006-12-30,8.77,7.12,11.21
2006-12-31,9.98,8.56,12.24
2007-01-01,7.97,5.57,12.07
2007-01-02,5.65,4.12,6.83
2007-01-03,6.34,4.24,8.14
2007-01-04,8.96,8.19,9.97
2007-01-05,8.72,7.05,10.56
2007-01-06,9.9,8.3,10.99
2007-01-07,8.04,6.52,9.2
2007-01-08,9.77,8.75,12.02
2007-01-09,12.84,12.36,13.77
2007-01-10,10.39,5.71,12.78
2007-01-11,7.79,4.84,10.52
2007-01-12,9.44,6.28,11.69
2007-01-13,10.72,10.2,11.62
2007-01-14,7.33,4.94,10.64
2007-01-15,4.92,2.26,7.38
2007-01-16,7.55,6.28,8.52
2007-01-17,9.96,8.47,11.77
2007-01-18,11.92,9.35,14.0
2007-01-19,11.78,10.12,12.82
2007-01-20,10.55,6.64,12.94
2007-01-21,6.57,4.35,8.41
2007-01-22,3.07,-0.25,5.11
2007-01-23,-1.36,-2.55,0.62
2007-01-24,-1.33,-3.69,1.56
2007-01-25,-1.95,-4.33,-0.43
2007-01-26,-0.29,-3.93,3.31
2007-01-27,4.38,2.17,6.53
2007-01-28,5.7,4.65,7.06
2007-01-29,7.4,6.2,8.79
2007-01-30,7.46,6.76,8.22
2007-01-31,6.59,5.55,7.58
2007-02-01,8.5,6.71,10.17
2007-02-02,7.75,5.43,9.51
2007-02-03,4.43,0.36,9.32
2007-02-04,3.24,0.32,8.31
2007-02-05,2.4,0.13,4.19
2007-02-06,1.73,0.36,3.36
2007-02-07,-1.3,-3.76,0.31
2007-02-08,2.21,-3.09,6.19
2007-02-09,4.09,1.53,5.45
2007-02-10,6.62,4.82,8.56
2007-02-11,8.47,7.6,9.68
2007-02-12,8.49,7.34,10.6
2007-02-13,7.9,6.93,9.36
2007-02-14,6.84,5.84,8.26
2007-02-15,6.12,1.33,10.95
2007-02-16,9.1,5.1,14.22
2007-02-17,8.77,5.86,12.26
2007-02-18,5.7,3.55,8.02
2007-02-19,6.43,5.41,7.91
2007-02-20,8.44,5.76,12.46
2007-02-21,7.92,4.72,10.34
2007-02-22,7.93,4.18,11.48
2007-02-23,9.39,7.04,12.05
2007-02-24,9.42,8.59,10.58
2007-02-25,7.58,6.7,8.7
2007-02-26,6.8,5.05,7.49
2007-02-27,6.87,3.12,11.24
2007-02-28,9.87,8.88,11.3
2007-03-01,8.84,6.83,10.48
2007-03-02,6.8,3.8,10.16
2007-03-03,7.69,5.54,9.92
2007-03-04,9.17,3.74,13.33
2007-03-05,9.62,8.06,11.72
2007-03-06,8.72,8.01,9.34
2007-03-07,8.29,5.14,10.9
2007-03-08,7.17,2.21,12.45
2007-03-09,6.28,3.35,7.94
2007-03-10,6.67,1.23,11.86
2007-03-11,8.26,4.1,14.21
2007-03-12,8.83,2.94,15.52
2007-03-13,7.91,2.85,13.96
2007-03-14,6.47,0.53,12.52
2007-03-15,6.83,-0.19,13.42
2007-03-16,7.02,1.73,11.65
2007-03-17,9.69,7.48,12.5
2007-03-18,7.49,3.42,9.35
2007-03-19,2.45,0.17,4.51
2007-03-20,2.91,-0.55,6.01
2007-03-21,3.86,1.5,6.19
2007-03-22,5.33,3.51,7.19
2007-03-23,4.39,3.2,5.67
2007-03-24,5.89,3.16,8.09
2007-03-25,8.37,4.48,12.14
2007-03-26,10.28,4.11,16.96
2007-03-27,10.38,5.0,16.22
2007-03-28,10.47,4.77,16.67
2007-03-29,8.21,5.3,11.31
2007-03-30,8.18,4.62,11.59
2007-03-31,10.17,6.14,14.69
2007-04-01,11.99,7.52,17.16
2007-04-02,11.71,5.37,17.82
2007-04-03,7.0,4.72,9.29
2007-04-04,6.62,2.24,11.31
2007-04-05,7.62,0.86,14.05
2007-04-06,10.14,2.88,17.35
2007-04-07,8.58,5.42,11.47
2007-04-08,8.8,0.66,15.67
2007-04-09,10.55,5.02,16.22
2007-04-10,11.31,6.8,15.87
2007-04-11,11.72,6.09,16.74
2007-04-12,14.33,6.77,21.87
2007-04-13,16.48,9.1,24.08
2007-04-14,17.81,10.28,25.31
2007-04-15,18.51,9.52,27.11
2007-04-16,16.89,8.86,25.3
2007-04-17,11.82,6.7,15.98
2007-04-18,9.05,3.38,14.02
